"","record_id","treatment_arm","taco_choice","meat_select","chicken_select","age","gender","county_name","state","location","dob","times_visited_chipotle_past_month","ffq_cow_freq","ffq_pig_freq","ffq_attn_freq","ffq_hen_freq","ffq_pb_freq","ffq_fish_freq","ffq_dairy_freq","ffq_eggs_freq","opted_out_all","merged_protein","other_meat_select","block_order","block_order_pre_tacos","bev_type","purpose_guess","education","ethnicity","attention_check","tortilla_type","no_toppings","has_dairy","regular_toppings","premium_toppings","political_party","time_elapsed"
"2755",3984,"1","Carnitas",1,0,55,"Male","Orange","CA05","Orange, CA",1970,6,3,4,7,3,1,1,2,5,NA,4,1,"q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1-q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1-shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1","Pen","Organic watermelon limeade","Learning how color preference relates to food preference","4-year college graduate","Caucasian",4,"Soft flour tortillas",FALSE,TRUE,"Brown rice + Black beans + Pinto beans + Sour cream + Cheese","Guacamole + Queso blanco","Republican",121
"2756",3985,"3","Veggies (includes guacamole)",0,0,23,"Female","Clare","MI23","Clare, MI",2002,0,1,1,7,2,1,2,3,4,NA,7,0,"shirt_style+q_shirt_color+shirt_size+shirt_material-q_pen_instruct+pen_color+pen_tip+pen_paper-q_tacos+protein_3+tortilla+topp+addons+bev","Shirt-Pen","Organic lemonade","Learning how color preference relates to food preference","4-year college graduate","Caucasian",7,"Crispy corn tortillas",FALSE,FALSE,"Cheese","Guacamole","Republican",671
"2757",3986,"3","Chicken",1,1,51,"Female","Norfolk","MA22","Norfolk, MA",1974,0,1,1,7,4,1,1,6,1,NA,1,0,"q_tacos+protein_3+tortilla+topp+addons+bev-q_pen_instruct+pen_color+pen_tip+pen_paper-shirt_style+q_shirt_color+shirt_size+shirt_material","None","Organic lemonade","Learning how t-shirt size is related to beverage preference","More than 4-year college degree","Caucasian",1,"Soft flour tortillas",FALSE,TRUE,"Brown rice + Pinto beans + Fresh tomato salsa + Sour cream + Cheese","No premium toppings","Democrat",158
"2758",3987,"1","Veggies (includes guacamole)",0,0,60,"Female","Milwaukee","WI50","Milwaukee, WI",1965,5,1,1,3,1,2,1,2,1,NA,7,0,"shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1-q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1-q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1","Shirt","Blackberry Izze","Learning how plant-based protein options affect the foods people choose","More than 4-year college degree","Caucasian",7,"Soft flour tortillas",FALSE,TRUE,"Brown rice + Black beans + Tomatillo green chili salsa + Sour cream + Cheese","No premium toppings","Republican",190
"2759",3988,"1","Chicken",1,1,32,"Female","Arapahoe","CO06","Arapahoe, CO",1993,0,4,4,3,6,1,3,4,6,NA,1,0,"shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1-q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1-q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1","Shirt","Apple juice","Learning whether people's shirt preferences are related to their food preferences","Some college or 2-year degree","Black/African American",1,"Soft flour tortillas",FALSE,TRUE,"Brown rice + Black beans + Roasted chili corn salsa + Cheese","Queso blanco","Prefer not to answer",316
"2760",3989,"1","Chicken",1,1,24,"Male","Orange","FL10","Orange, FL",2001,2,4,4,7,5,1,1,3,2,NA,1,0,"q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1-shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1-q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1","None","Mexican Coca-Cola","Learning whether people's shirt preferences are related to their food preferences","4-year college graduate","Southeast Asian",1,"Crispy corn tortillas",FALSE,TRUE,"White rice + Black beans + Sour cream + Cheese + Romaine lettuce","No premium toppings","Independent",423
"2761",3990,"1","Beef barbacoa",1,0,38,"Male","Pine","MN24","Pine, MN",1987,0,2,4,3,3,1,2,2,1,NA,3,1,"q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1-shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1-q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1","Pen-Shirt","No beverage","Learning how fine-point pen options affect the type of paper people choose","Some college or 2-year degree","Southeast Asian",3,"Crispy corn tortillas",FALSE,TRUE,"Brown rice + Pinto beans + Roasted chili corn salsa + Fajita veggies + Romaine lettuce","No premium toppings","Democrat",141
"2762",3991,"1","Steak",1,0,63,"Female","Oakland","MI23","Oakland, MI",1962,0,4,3,7,3,1,1,7,3,NA,2,1,"q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1-shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1-q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1","Pen-Shirt","Bottled water","Learning how many color options to provide across different products","4-year college graduate","Caucasian",2,"Crispy corn tortillas",FALSE,TRUE,"White rice + Sour cream + Fajita veggies + Cheese + Romaine lettuce","No premium toppings","Independent",153
"2763",3992,"2","Steak",1,0,27,"Male","Delaware","PA39","Delaware, PA",1998,2,2,2,5,7,4,6,4,7,NA,2,1,"q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2-shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2-q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2","None","Organic lemonade","Learning how color preference relates to food preference","4-year college graduate","Black/African American",2,"Crispy corn tortillas",FALSE,TRUE,"Fresh tomato salsa + Tomatillo red chili salsa + Fajita veggies","Guacamole","Republican",669
"2764",3993,"2","Steak",1,0,41,"Female","Oklahoma","OK37","Oklahoma, OK",1984,0,4,3,7,4,3,1,7,6,NA,2,1,"shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2-q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2-q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2","Shirt-Pen","Organic watermelon limeade","Learning whether people's shirt preferences are related to their food preferences","Some college or 2-year degree","Caucasian",2,"Soft flour tortillas",FALSE,TRUE,"Tomatillo green chili salsa + Fajita veggies + Cheese + Romaine lettuce","No premium toppings","Independent",130
"2765",3994,"3","Steak",1,0,38,"Female","Middlesex","MA22","Middlesex, MA",1987,0,1,2,7,4,1,4,4,5,NA,2,1,"q_pen_instruct+pen_color+pen_tip+pen_paper-shirt_style+q_shirt_color+shirt_size+shirt_material-q_tacos+protein_3+tortilla+topp+addons+bev","Pen-Shirt","Bottled water","Learning how color preference relates to food preference","4-year college graduate","Caucasian",2,"Soft flour tortillas",FALSE,TRUE,"Brown rice + Black beans + Fresh tomato salsa + Sour cream + Cheese","Guacamole","Independent",131
"2766",3995,"1","Chicken",1,1,23,"Female","Orange","NC34","Orange, NC",2002,3,2,4,3,2,1,1,4,1,NA,1,0,"shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1-q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1-q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1","Shirt","Blackberry Izze","Learning whether people's shirt preferences are related to their food preferences","Some college or 2-year degree","Caucasian",1,"Soft flour tortillas",FALSE,TRUE,"Black beans + Fresh tomato salsa + Roasted chili corn salsa + Sour cream + Cheese","Queso blanco","Prefer not to answer",167
"2767",3996,"3","Chicken",1,1,29,"Female","Maricopa","AZ03","Maricopa, AZ",1996,1,1,1,7,4,2,3,4,3,NA,1,0,"q_pen_instruct+pen_color+pen_tip+pen_paper-q_tacos+protein_3+tortilla+topp+addons+bev-shirt_style+q_shirt_color+shirt_size+shirt_material","Pen","Organic mandarin agua fresca","Learning how plant-based protein options affect the foods people choose","4-year college graduate","Caucasian",1,"Soft flour tortillas",FALSE,FALSE,"White rice + Black beans + Roasted chili corn salsa + Tomatillo green chili salsa + Romaine lettuce","Guacamole","Democrat",135
"2768",3997,"3","Beef barbacoa",1,0,41,"Male","Talbot","MD21","Talbot, MD",1984,0,3,1,3,4,1,3,5,5,NA,3,1,"q_tacos+protein_3+tortilla+topp+addons+bev-q_pen_instruct+pen_color+pen_tip+pen_paper-shirt_style+q_shirt_color+shirt_size+shirt_material","None","Organic lemonade","Learning whether people's shirt preferences are related to their food preferences","Some college or 2-year degree","Caucasian",3,"Crispy corn tortillas",FALSE,TRUE,"White rice + Sour cream + Cheese + Romaine lettuce","","Democrat",157
"2769",3998,"2","Chicken",1,1,50,"Male","Saratoga","NY33","Saratoga, NY",1975,2,2,2,3,2,2,1,4,2,NA,1,0,"shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2-q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2-q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2","Shirt-Pen","Bottled water","Learning how color preference relates to food preference","4-year college graduate","Caucasian",1,"Soft flour tortillas",FALSE,FALSE,"Brown rice + Black beans + Roasted chili corn salsa + Cheese + Romaine lettuce","Guacamole","Republican",125
"2770",3999,"1","Beef barbacoa",1,0,19,"Female","San Diego","CA05","San Diego, CA",2006,0,4,4,7,3,1,2,5,3,NA,3,1,"q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1-q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1-shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1","None","Mexican Coca-Cola","Learning how color preference relates to food preference","High school or GED","Hispanic",3,"Soft flour tortillas",FALSE,FALSE,"White rice + Black beans + Fresh tomato salsa + Tomatillo red chili salsa + Cheese","Guacamole","Independent",261
"2771",4000,"3","Chicken",1,1,32,"Male","Los Angeles","CA05","Los Angeles, CA",1993,12,4,6,7,5,4,5,4,5,NA,1,0,"q_pen_instruct+pen_color+pen_tip+pen_paper-q_tacos+protein_3+tortilla+topp+addons+bev-shirt_style+q_shirt_color+shirt_size+shirt_material","Pen","Organic berry agua fresca","Learning how t-shirt size is related to beverage preference","4-year college graduate","Caucasian",NA,"Soft flour tortillas",FALSE,TRUE,"White rice","Queso blanco","Republican",NA
"2772",4001,"3","Veggies (includes guacamole)",0,0,41,"Female","Lyon","NV29","Lyon, NV",1984,0,1,1,7,1,5,2,5,4,NA,7,0,"shirt_style+q_shirt_color+shirt_size+shirt_material-q_pen_instruct+pen_color+pen_tip+pen_paper-q_tacos+protein_3+tortilla+topp+addons+bev","Shirt-Pen","San Pellegrino sparkling","Learning how plant-based protein options affect the foods people choose","4-year college graduate","Caucasian",7,"Crispy corn tortillas",FALSE,TRUE,"Brown rice + Black beans + Tomatillo red chili salsa + Fajita veggies + Romaine lettuce","Guacamole","Independent",205
"2773",4002,"2","Steak",1,0,62,"Female","Orange","CA05","Orange, CA",1963,0,5,5,7,3,1,1,6,6,NA,2,1,"shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2-q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2-q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2","Shirt","Mexican Coca-Cola","Learning whether people's shirt preferences are related to their food preferences","More than 4-year college degree","Hispanic",2,"Soft flour tortillas",FALSE,TRUE,"White rice + Black beans + Fresh tomato salsa + Sour cream + Cheese","Guacamole + Queso blanco","Independent",335
"2774",4003,"2","Beef barbacoa",1,0,60,"Female","Steuben","IN15","Steuben, IN",1965,1,5,4,7,5,1,3,4,3,NA,3,1,"q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2-shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2-q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2","None","Organic watermelon limeade","Learning whether people's shirt preferences are related to their food preferences","More than 4-year college degree","Caucasian",NA,"Soft flour tortillas",FALSE,TRUE,"Fresh tomato salsa + Sour cream + Fajita veggies + Cheese","Guacamole + Queso blanco","Independent",NA
"2775",4004,"3","Chicken",1,1,62,"Male","Miami-Dade","FL10","Miami-Dade, FL",1963,NA,2,1,7,2,1,2,4,5,NA,1,0,"shirt_style+q_shirt_color+shirt_size+shirt_material-q_pen_instruct+pen_color+pen_tip+pen_paper-q_tacos+protein_3+tortilla+topp+addons+bev","Shirt-Pen","Bottled water","Learning how plant-based protein options affect the foods people choose","Some college or 2-year degree","Caucasian",NA,"Crispy corn tortillas",FALSE,FALSE,"White rice + Black beans + Fresh tomato salsa + Roasted chili corn salsa + Cheese","No premium toppings","Republican",NA
"2776",4005,"2","Sofritas (plant-based protein)",0,0,27,"Female","New London","CT07","New London, CT",1998,0,1,1,7,1,2,1,6,2,NA,5,0,"q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2-q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2-shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2","None","Mexican Coca-Cola","Learning how many color options to provide across different products","4-year college graduate","Caucasian",5,"Soft flour tortillas",FALSE,TRUE,"White rice + Black beans + Fresh tomato salsa + Sour cream + Cheese","No premium toppings","Independent",187
"2777",4006,"2","Chicken",1,1,19,"Male","Dane","WI50","Dane, WI",2006,0,3,3,7,4,1,3,6,4,NA,1,0,"shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2-q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2-q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2","Shirt-Pen","No beverage","Learning how t-shirt size is related to beverage preference","Some college or 2-year degree","Multi: Caucasian + East Asian",1,"Crispy corn tortillas",FALSE,TRUE,"White rice + Black beans + Tomatillo red chili salsa + Cheese + Romaine lettuce","Queso blanco","Democrat",242
"2778",4007,"1","Veggies (includes guacamole)",0,0,61,"Female","Spartanburg","SC41","Spartanburg, SC",1964,0,3,3,7,1,4,4,7,2,NA,7,0,"q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1-shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1-q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1","None","Bottled water","Learning whether people's shirt preferences are related to their food preferences","4-year college graduate","Caucasian",7,"Soft flour tortillas",FALSE,TRUE,"Brown rice + Black beans + Sour cream + Cheese + Romaine lettuce","Guacamole","Independent",238
"2779",4008,"1","Steak",1,0,25,"Male","Coffee","TN43","Coffee, TN",2000,0,4,4,3,3,1,2,5,3,NA,2,1,"q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1-q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1-shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1","Pen","Fountain drink","Learning whether people's shirt preferences are related to their food preferences","High school or GED","Caucasian",2,"Soft flour tortillas",FALSE,TRUE,"Brown rice + Black beans + Tomatillo red chili salsa + Cheese + Romaine lettuce","Queso blanco","Republican",120
"2780",4009,"1","Carnitas",1,0,41,"Female","Barrow","GA11","Barrow, GA",1984,0,2,3,7,3,1,2,5,2,NA,4,1,"q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1-q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1-shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1","Pen","Fountain drink","Learning whether people's shirt preferences are related to their food preferences","High school or GED","Caucasian",4,"Soft flour tortillas",FALSE,TRUE,"Black beans + Roasted chili corn salsa + Tomatillo green chili salsa + Fajita veggies + Cheese","Queso blanco","Republican",206
"2781",4010,"1","Carnitas",1,0,42,"Male","Stark","OH36","Stark, OH",1983,1,5,2,7,4,2,1,5,4,NA,4,1,"q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1-q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1-shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1","None","Mexican Coca-Cola","Learning how color preference relates to food preference","4-year college graduate","Caucasian",4,"Crispy corn tortillas",FALSE,TRUE,"Brown rice + Roasted chili corn salsa + Sour cream + Fajita veggies + Cheese","Queso blanco","Independent",172
"2782",4011,"1","Steak",1,0,39,"Male","Pima","AZ03","Pima, AZ",1986,2,7,2,7,3,1,2,3,2,NA,2,1,"shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1-q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1-q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1","Shirt","Organic lemonade","Learning how many color options to provide across different products","4-year college graduate","Caucasian",2,"Crispy corn tortillas",FALSE,TRUE,"Pinto beans + Roasted chili corn salsa + Sour cream + Fajita veggies + Cheese","Guacamole","Prefer not to answer",176
"2783",4012,"3","Carnitas",1,0,31,"Female","San Luis Obispo","CA05","San Luis Obispo, CA",1994,0,3,4,7,3,2,2,6,4,NA,4,1,"shirt_style+q_shirt_color+shirt_size+shirt_material-q_tacos+protein_3+tortilla+topp+addons+bev-q_pen_instruct+pen_color+pen_tip+pen_paper","Shirt","Organic lemonade","Learning whether people's shirt preferences are related to their food preferences","More than 4-year college degree","Multi: Caucasian + Hispanic",4,"Soft flour tortillas",FALSE,FALSE,"Brown rice + Pinto beans + Fresh tomato salsa + Cheese + Romaine lettuce","No premium toppings","Democrat",123
"2784",4013,"2","Chicken",1,1,46,"Male","Overton","TN43","Overton, TN",1979,0,4,3,2,5,1,3,5,4,NA,1,0,"q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2-q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2-shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2","None","Fountain drink","Learning how color preference relates to food preference","High school or GED","Caucasian",1,"Soft flour tortillas",FALSE,TRUE,"White rice + Black beans + Sour cream + Romaine lettuce","Queso blanco","Republican",155
"2785",4014,"2","Chicken",1,1,25,"Male","Clackamas","OR38","Clackamas, OR",2000,2,3,2,7,3,3,1,6,6,NA,1,0,"q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2-q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2-shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2","Pen","No beverage","Learning how many color options to provide across different products","4-year college graduate","Caucasian",1,"Soft flour tortillas",FALSE,TRUE,"Black beans + Fresh tomato salsa + Tomatillo red chili salsa + Fajita veggies + Romaine lettuce","No premium toppings","Independent",146
"2786",4015,"2","Steak",1,0,35,"Male","Sacramento","CA05","Sacramento, CA",1990,4,5,2,7,3,1,1,7,6,NA,2,1,"q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2-q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2-shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2","None","Mexican Coca-Cola","Learning how many color options to provide across different products","4-year college graduate","Hispanic",2,"Crispy corn tortillas",FALSE,TRUE,"Brown rice + Pinto beans + Tomatillo green chili salsa + Fajita veggies + Cheese","Guacamole","Democrat",197
"2787",4016,"1","Chicken",1,1,37,"Male","Richmond","NY33","Richmond, NY",1988,2,3,3,7,4,4,4,4,3,NA,1,0,"shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1-q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1-q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1","Shirt-Pen","Bottled water","Learning how many color options to provide across different products","4-year college graduate","Caucasian",1,"Crispy corn tortillas",FALSE,FALSE,"Black beans + Tomatillo green chili salsa + Tomatillo red chili salsa + Cheese","Guacamole","Democrat",341
"2788",4017,"2","Beef barbacoa",1,0,51,"Female","Wayne","TN43","Wayne, TN",1974,0,4,2,7,2,1,1,5,2,NA,3,1,"shirt_style_2+q_shirt_color_2+shirt_size_2+shirt_material_2-q_pen_instruct_2+pen_color_2+pen_tip_2+pen_paper_2-q_tacos_2+protein_2+tortilla_2+topp_2+addons_2+bev_2","Shirt-Pen","Bottled water","Learning how many color options to provide across different products","4-year college graduate","Caucasian",3,"Crispy corn tortillas",FALSE,TRUE,"Fresh tomato salsa + Sour cream + Fajita veggies + Cheese + Romaine lettuce","Guacamole","Republican",229
"2789",4018,"1","Chicken",1,1,22,NA,"Rockbridge","VA47","Rockbridge, VA",2003,0,2,2,3,3,2,1,5,2,NA,1,0,"q_tacos_1+protein_1+tortilla_1+topp_1+addons_1+bev_1-shirt_style_1+q_shirt_color_1+shirt_size_1+shirt_material_1-q_pen_instruct_1+pen_color_1+pen_tip_1+pen_paper_1","None","Bottled water","Learning how plant-based protein options affect the foods people choose","Some college or 2-year degree","Caucasian",1,"Soft flour tortillas",FALSE,TRUE,"White rice + Tomatillo green chili salsa + Sour cream + Cheese","Guacamole + Queso blanco","Independent",153
